title,country,location,date,sector,contract_type,exp,study_level,job_description
MANDARIN Language Instructor 1 1,Maroc,BENGUERIR,05/09/2021,Autres services,CDI,De 3 à 5 ans,Bac +5 et plus,"A Mandarin teacher must demonstrate professional values and needs at all times, effectively communicating with all stakeholders, contributing to the widther curriculum and professional networks,"
MANDARIN Language Instructor 1 1,Maroc,BENGUERIR,05/09/2021,Autres services,CDI,De 3 à 5 ans,Bac +5 et plus,"A Spanish teacher must demonstrate professional values and needs at all times, effectively communicating with all stakeholders, contributing to the widther curriculum and professional networks, participating in continuous professional development and being a self reflective practitioner"
"PhD candidate in ""Synthesis and characterization of cobalt-free new materials for all-solid-state",Maroc,BENGUERIR,05/09/2021,Autres services,,Moins de 1 an,Bac +5 et plus,"Profile Searched Candidates preferably with a masters degree in Chemistry, Physics, or other scientific disciplines in a related field or equivalency required."
"PhD candidate in ""Investigation of innovative materials and hydration/dehydration reactions for ul",Maroc,BENGUERIR,05/09/2021,Autres services,,Moins de 1 an,Bac +5 et plus,"Profile Wanted Candidates preferably with a master的s degree in Chemistry, Physics, or other scientific disciplines in a related field or equivalency required. Candidates preferably with a masters degree in Chemistry, Physics, or other scientific disciplines in a related field or equivalency required."
INGENIEUR MECANIQUE POIDS LOURD,Maroc,Tanger,04/09/2021,Transport / Messagerie / Logistique,CDI,De 5 à 10 ans,Bac +5 et plus,"With engineering training or baccalaureate+5, you have at least 05 years of mandatory experience in heavyweight."
Bioinformatics Technician,Maroc,BENGUERIR,04/09/2021,Autres services,CDI,De 3 à 5 ans,Bac +5 et plus,"Minimum requirement Masters degree in bioinformatics or related fields, gold Bachelors in computer science with 5 years full time related experience Necessary skill computer science (concentration in data science is preferred) Strong programming skills including python High performance computing Strong mathematics and statistics background Molecular biology Computational biology and genetics."
PhD Position in Socio-demographics and drinkable water characteristics: implications of adaptation,Maroc,BENGUERIR,04/09/2021,Autres services,,Moins de 1 an,Bac +5 et plus,"Criteria of the candidate: The ideal candidate for this position should have a master的s in public health, microbiology, or any other environmental science discipline with a focus on water quality analysis and population sociodemographics. Evidence of publications in peer review journals will be an asset. Teamwork and the ability to design and develop their own research questions and investigation plans will be additional assets. An understanding and experience in climate change adaptation will be an additional asset. Skills: The candidate for this position should have the relevant following skills: Ability to perform systematic reviews, Capable of collecting and performing microbiological water quality analysis Experience/willingness to carry out population socio-demographic surveys and analysis Willingness to test and create climate change adaptation readiness indexes"
PhD Position in mountain climate modeling in the context of climate change,Maroc,BENGUERIR,04/09/2021,Autres services,,Moins de 1 an,Bac +5 et plus,"Criteria of the candidate: Engineer or master的s degree in weather and or climate science, hydrology or related discipline. A particular interest in climate modelling and snow related aspects is highly appreciated. Skills: Good Knowledge in digital climate modelling, data processing, statistics. Good communication skills, both verbal and writing are important. The candidate should demonstrate a willingness and enthusiasm to learn about new topics, creativity abilities as well as a very good discipline and team spirit. Fluency in English and French are required."
PhD in Empowering Phosphorous and Smart irrigation Role in building Climate-Smarter Agriculture in A,Maroc,BENGUERIR,04/09/2021,Autres services,,Moins de 1 an,Bac +5 et plus,"Criteria of the candidate: Skills: Both desktop and ground enthusiast Good analytical vision Willingness to travel in Morocco and Africa M.sc (or equivalent) in Agricultural Sciences Good understanding of Climate change, related issues in Africa Good programming skills Fluency in English language"
Assistante de scolarité,Maroc,BENGUERIR,04/09/2021,Autres services,CDI,De 3 à 5 ans,Bac +3,"Key competences implemented: Technical skills: technical knowledge of education in the desired higher education computer competence: use of a school computer base; have a common use of office software (excel, word); application of a regulation Know how to make the sense of organization; Know how to work as a team; Have the spirit of synthesis. Being (behavioral skills) Availability, curiosity, discretion, taste and aptitude for contact and communication; A sense of fairness. Specificities of the position Constraints Subjects: organisation of the work within the framework of the university year permanent, contact and regular meetings with students and teachers Profile of the candidate sought experience in administrative management student knowledge of the schooling in an institution of higher education (including the L.M.D. system)"
PhD student in geospatial big data and machine learning for hydrological decision support,Maroc,BENGUERIR,04/09/2021,Autres services,,De 1 à 3 ans,Bac +5 et plus,"Criteria of the candidate: The ideal candidate should have completed a master's degree or equivalent either in Computer Science Information Technologies Computer Engineering, Mathematics, Data Analytics Data Science or related disciplines. Skills: The following skills are required: Good skills in computer programming (Python, Matlab, R); Knowledge in statistics, data science libraries, machine learning and deep learning; Good knowledge in Big Data Handling and Analysis; Background in hydrological and climatic measurements is desirable; Background in remote sense techniques is desirable; Affinity with multidisciplinary research and (possibly) with the hydrology domain; Organizational skills to establish and maintain collaborations; Communicational skills and team spirit; Excellent writing and oral English language skills including academic writing skills; Ability to work in collaboration with a multidisciplinary team both in the field and in the laboratory; Ability to carry out field experiments in mountain environment."
